institut,uppdragsgivare,datum,Ap,H,FrP,SV,Sp,KrF,V,MDG,R,Andra,kalla
Ipsos,Dagbladet,2020-01-23,25.9,19.7,15.7,5.9,16.4,2.8,3.7,3.5,4.1,2.3,pollofpolls.no
Respons Analyse,VG,2020-01-23,25.2,20.9,14.2,7.0,14.8,3.2,3.1,5.2,3.8,2.6,pollofpolls.no
Sentio,NA / Amedia,2020-01-22,25.4,20.6,10.8,7.9,16.8,3.0,4.1,5.4,4.5,1.4,pollofpolls.no
Verian,TV2,2020-01-21,25.3,20.4,14.6,6.5,14.5,5.2,2.2,3.5,5.1,2.6,pollofpolls.no
Opinion,DA / FF / ANB,2020-01-15,25.5,18.7,11.8,7.4,20.9,2.5,2.7,4.3,4.4,2.0,pollofpolls.no
Verian,TV2,2020-01-14,23.5,22.4,8.7,8.8,17.9,3.2,2.2,6.5,4.7,2.2,pollofpolls.no
Norfakta,Nat. / KK,2020-01-11,26.7,21.3,10.9,6.2,16.6,3.2,2.4,5.3,4.8,2.6,pollofpolls.no
Respons Analyse,VG,2020-01-08,24.0,22.4,11.4,6.6,15.8,4.2,2.5,6.1,5.1,1.9,pollofpolls.no
Norstat,NRK / Aftenp,2020-01-08,26.1,22.4,10.3,7.2,15.7,3.6,2.3,6.0,3.6,2.8,pollofpolls.no
Ipsos,Dagbladet,2019-12-19,23.4,22.1,11.3,8.5,15.8,3.0,2.8,5.0,5.9,2.2,pollofpolls.no
Norstat,VL,2019-12-18,25.5,20.9,11.8,7.1,18.5,2.6,2.9,4.6,4.6,1.6,pollofpolls.no
Opinion,DA / FF / ANB,2019-12-11,22.9,20.6,10.7,7.5,20.2,2.6,1.9,5.9,5.7,2.0,pollofpolls.no
Sentio,NA / Amedia,2019-12-11,24.2,20.8,11.1,8.3,15.6,3.5,2.4,6.9,5.6,1.8,pollofpolls.no
Norfakta,Nat. / KK,2019-12-07,21.3,22.6,10.1,7.7,19.2,4.0,3.9,5.0,3.9,2.3,pollofpolls.no
Respons Analyse,VG,2019-12-04,23.0,22.0,10.3,6.2,17.4,3.9,3.5,5.9,5.3,2.5,pollofpolls.no
Verian,TV2,2019-12-02,21.9,19.1,9.8,7.9,17.6,4.1,4.4,6.1,5.0,4.2,pollofpolls.no
Norstat,NRK / Aftenp,2019-11-26,22.9,19.7,12.5,6.5,18.1,2.8,3.5,6.4,4.5,3.2,pollofpolls.no
Ipsos,Dagbladet,2019-11-21,22.0,20.9,9.7,8.3,19.2,3.5,2.6,5.3,5.0,3.5,pollofpolls.no
Norstat,VL,2019-11-20,22.9,20.8,9.0,8.1,20.0,2.9,2.0,6.9,4.2,3.1,pollofpolls.no
Opinion,DA / FF / ANB,2019-11-13,21.7,20.6,8.9,8.4,20.9,3.8,3.0,6.5,4.4,1.8,pollofpolls.no
Norfakta,Nat. / KK,2019-11-09,22.3,22.9,8.4,7.1,19.2,3.4,4.3,6.1,4.2,2.1,pollofpolls.no
Respons Analyse,VG,2019-11-06,23.0,21.3,11.4,6.5,16.5,3.9,3.2,5.9,6.0,2.3,pollofpolls.no
Sentio,Nettavisen,2019-11-06,22.6,20.8,9.2,7.7,20.0,3.1,3.9,6.3,3.9,2.6,pollofpolls.no
Verian,TV2,2019-11-04,22.6,21.1,9.2,5.6,19.5,2.9,3.4,6.9,6.6,2.2,pollofpolls.no
Norstat,NRK / Aftenp,2019-10-30,23.7,21.8,8.4,7.4,17.5,3.9,3.3,6.1,6.0,2.0,pollofpolls.no
Ipsos,Dagbladet,2019-10-25,22.6,21.1,10.3,6.4,17.6,2.7,3.6,7.0,6.1,2.5,pollofpolls.no
Norstat,VL,2019-10-24,21.6,20.1,11.7,7.7,18.1,3.6,3.3,6.2,4.9,2.8,pollofpolls.no
Sentio,NA / Amedia,2019-10-17,24.9,20.9,9.0,6.4,17.6,3.6,4.1,7.7,3.2,2.7,pollofpolls.no
Opinion,DA / FF / ANB,2019-10-09,22.2,22.8,9.0,8.2,18.7,3.4,3.7,5.5,4.6,1.9,pollofpolls.no
Verian,TV2,2019-10-09,23.3,20.2,9.0,8.9,15.6,3.9,2.6,7.2,6.1,3.2,pollofpolls.no
Norfakta,Nat. / KK,2019-10-05,23.5,21.4,10.5,7.0,17.2,3.3,3.8,6.0,4.0,3.3,pollofpolls.no
Norstat,NRK / Aftenp,2019-10-01,24.1,19.7,8.6,6.6,18.6,3.7,3.4,7.8,3.6,4.0,pollofpolls.no
Respons Analyse,VG,2019-10-01,26.3,20.6,11.9,6.7,14.8,4.2,3.0,6.9,3.3,2.3,pollofpolls.no
Ipsos,Dagbladet,2019-09-26,22.0,21.3,11.7,8.4,17.4,3.4,2.6,6.4,4.1,2.8,pollofpolls.no
Norstat,VL,2019-09-25,20.8,21.1,11.2,9.1,15.8,3.7,2.9,8.6,4.4,2.4,pollofpolls.no
Sentio,NA / Amedia,2019-09-18,22.6,21.1,12.4,6.9,16.8,3.4,3.0,6.1,4.0,3.6,pollofpolls.no
Norfakta,Nat. / KK,2019-09-07,23.8,22.1,11.0,7.4,17.1,3.3,2.4,6.5,3.3,3.1,pollofpolls.no
Respons Analyse,VG,2019-09-06,24.2,20.9,10.9,7.8,14.7,3.9,3.5,7.4,4.1,2.6,pollofpolls.no
Norstat,NRK / Aftenp,2019-09-04,24.8,21.2,11.6,6.1,16.1,3.9,3.4,5.4,4.5,4.1,pollofpolls.no
Norstat,VL,2019-08-28,22.2,22.8,11.7,6.3,16.0,4.4,3.1,5.7,5.0,2.8,pollofpolls.no
Ipsos,Dagbladet,2019-08-22,23.4,20.9,11.1,7.9,16.1,2.7,3.0,6.7,4.4,3.8,pollofpolls.no
Sentio,NA / Amedia,2019-08-21,27.3,20.9,8.9,6.5,14.4,3.5,3.7,5.4,4.8,4.5,pollofpolls.no
Respons Analyse,VG,2019-08-16,24.0,21.9,10.6,6.3,15.4,4.5,2.5,7.0,4.7,3.1,pollofpolls.no
Verian,TV2,2019-08-15,23.5,22.8,9.1,8.4,15.3,3.8,2.0,6.4,5.2,3.5,pollofpolls.no
Norstat,NRK / Aftenp,2019-08-14,24.6,22.8,10.9,5.9,14.2,3.2,2.7,5.3,6.4,4.1,pollofpolls.no
Norfakta,Nat. / KK,2019-08-10,24.4,24.2,9.0,7.5,15.9,3.9,2.8,3.7,5.0,3.7,pollofpolls.no
Opinion,DA / FF / ANB,2019-08-07,22.2,22.1,10.1,8.8,14.6,3.2,3.1,7.0,5.2,3.8,pollofpolls.no
Verian,TV2,2019-07-08,25.5,22.0,7.5,7.8,13.3,3.4,5.0,4.9,5.7,4.9,pollofpolls.no
Norfakta,Nat. / KK,2019-07-06,24.4,21.2,8.8,7.6,15.1,4.3,2.9,5.5,4.2,6.0,pollofpolls.no
Ipsos,Dagbladet,2019-06-28,27.8,20.5,10.7,6.9,14.4,2.3,2.3,3.9,5.1,6.0,pollofpolls.no
Norstat,VL,2019-06-26,26.0,23.0,9.0,7.0,14.3,4.2,2.5,5.7,5.4,2.9,pollofpolls.no
Sentio,NA / Amedia,2019-06-19,25.2,22.7,10.5,6.8,15.2,2.7,2.5,5.8,4.5,4.1,pollofpolls.no
Verian,TV2,2019-06-18,24.4,22.6,8.9,7.6,13.1,3.1,4.1,4.4,6.4,5.6,pollofpolls.no
Respons Analyse,VG,2019-06-17,26.0,23.1,10.7,6.8,13.3,3.6,3.5,4.9,5.2,2.3,pollofpolls.no
Opinion,ANB,2019-06-12,23.0,19.1,11.4,6.4,16.9,2.6,2.8,6.5,7.1,4.2,pollofpolls.no
Norfakta,Nat. / KK,2019-06-08,25.2,24.3,10.2,6.0,15.8,3.2,1.5,5.7,5.9,2.4,pollofpolls.no
Norstat,NRK / Aftenp,2019-06-05,24.4,21.0,11.4,6.8,14.9,3.5,2.7,6.3,5.0,4.0,pollofpolls.no
Ipsos,Dagbladet,2019-05-31,26.9,20.7,12.1,6.3,15.2,2.3,2.0,4.6,5.1,4.8,pollofpolls.no
Norstat,VL,2019-05-30,23.7,22.9,12.5,6.5,13.3,3.7,3.4,4.3,4.8,5.0,pollofpolls.no
Sentio,NA / Amedia,2019-05-22,23.1,22.6,11.9,6.1,15.8,3.6,2.3,5.1,6.6,2.9,pollofpolls.no
Opinion,ANB,2019-05-15,27.2,21.2,13.1,8.3,14.1,2.7,2.1,4.0,5.1,2.4,pollofpolls.no
Norfakta,Nat. / KK,2019-05-11,25.1,24.4,11.9,7.4,14.4,3.2,3.0,3.0,4.9,2.8,pollofpolls.no
Verian,TV2,2019-05-10,26.0,21.0,11.6,7.2,14.7,3.9,4.1,3.9,5.4,2.3,pollofpolls.no
Norstat,NRK / Aftenp,2019-05-07,26.5,20.2,12.6,6.2,15.0,3.5,3.7,3.9,5.0,3.3,pollofpolls.no
Respons Analyse,VG,2019-05-03,28.2,21.6,13.0,8.4,12.5,4.1,1.9,4.4,3.9,2.0,pollofpolls.no
Norstat,VL,2019-05-02,27.6,20.4,11.2,7.5,15.7,3.3,2.3,4.8,5.1,2.3,pollofpolls.no
Ipsos,Dagbladet,2019-04-27,28.1,23.8,10.1,6.8,14.4,3.9,2.2,3.0,4.5,3.2,pollofpolls.no
Sentio,NA / Amedia,2019-04-16,27.5,23.2,10.0,7.0,15.4,3.4,2.4,4.1,4.6,2.4,pollofpolls.no
Opinion,ANB,2019-04-10,27.5,21.5,10.6,8.2,16.7,2.6,2.3,3.7,4.5,2.5,pollofpolls.no
Respons Analyse,VG,2019-04-06,25.6,22.4,10.1,7.6,15.6,3.0,4.3,3.9,4.7,2.8,pollofpolls.no
Norfakta,Nat. / KK,2019-04-06,26.1,22.5,11.2,8.4,15.2,3.8,3.0,3.0,4.3,2.5,pollofpolls.no
Verian,TV2,2019-04-05,24.3,21.6,10.4,7.5,16.9,3.7,3.4,5.0,5.1,2.2,pollofpolls.no
Norstat,NRK,2019-04-03,24.0,22.3,11.9,7.0,16.9,4.2,2.9,4.7,3.7,2.4,pollofpolls.no
Norstat,VL,2019-03-27,26.6,24.6,12.1,6.8,14.3,2.4,1.8,4.3,4.9,2.2,pollofpolls.no
Ipsos,Dagbladet,2019-03-21,28.8,21.3,11.7,7.0,14.4,2.5,2.0,3.6,5.6,3.1,pollofpolls.no
Sentio,NA / Amedia,2019-03-21,27.7,24.7,10.6,7.3,14.5,3.0,2.3,3.2,5.4,1.4,pollofpolls.no
Opinion,ANB,2019-03-13,25.1,26.1,10.6,7.1,12.7,4.8,2.0,6.0,4.9,0.8,pollofpolls.no
Norfakta,Nat. / KK,2019-03-09,27.0,24.6,10.7,8.1,14.0,3.3,2.3,3.7,4.5,1.8,pollofpolls.no
Verian,TV2,2019-03-08,27.4,24.8,10.2,8.0,12.8,3.7,2.2,3.6,4.8,2.7,pollofpolls.no
Respons Analyse,VG,2019-03-05,24.3,24.3,12.6,7.6,14.6,3.8,2.8,3.3,5.0,1.7,pollofpolls.no
Norstat,NRK / Aftenp,2019-03-05,26.5,24.3,12.1,8.0,12.4,4.0,1.9,4.4,4.8,1.5,pollofpolls.no
Norstat,VL,2019-02-27,26.9,22.3,12.5,6.6,16.0,3.2,1.8,3.0,6.2,1.5,pollofpolls.no
Ipsos,Dagbladet,2019-02-22,26.9,25.1,10.0,7.0,13.0,2.5,2.3,3.8,6.6,2.8,pollofpolls.no
Sentio,NA / Amedia,2019-02-21,27.4,21.1,10.8,8.0,15.6,3.4,2.3,3.9,5.1,2.4,pollofpolls.no
Opinion,ANB,2019-02-13,28.2,22.1,11.8,8.0,13.9,3.2,2.3,2.3,7.6,0.6,pollofpolls.no
Norfakta,Nat. / KK,2019-02-09,29.3,22.9,10.9,7.2,12.7,4.1,3.3,3.3,4.0,2.2,pollofpolls.no
Respons Analyse,VG,2019-02-06,29.7,22.9,10.5,7.8,12.2,3.8,3.9,3.8,3.6,1.8,pollofpolls.no
Norstat,NRK / Aftenp,2019-02-06,29.2,22.9,12.0,7.8,11.8,3.4,2.6,3.2,4.8,2.2,pollofpolls.no
Verian,TV2,2019-02-05,26.5,23.6,11.7,8.8,10.4,4.1,2.5,3.6,6.2,2.5,pollofpolls.no
Norstat,VL,2019-01-30,29.1,22.5,13.5,7.3,11.2,3.5,2.7,3.7,4.4,0.0,pollofpolls.no
Ipsos,Dagbladet,2019-01-24,29.8,22.8,13.0,8.0,10.9,2.7,2.2,3.2,4.2,0.0,pollofpolls.no
Sentio,DN,2019-01-23,26.3,23.6,13.2,6.9,13.4,3.5,4.3,3.8,3.1,1.8,pollofpolls.no
Opinion,ANB,2019-01-16,28.5,22.9,10.8,7.9,12.6,3.7,2.4,3.2,5.5,2.5,pollofpolls.no
Norfakta,Nat. / KK,2019-01-12,27.7,24.7,12.0,7.4,12.5,3.8,3.3,2.8,3.9,1.9,pollofpolls.no
Verian,TV2,2019-01-11,27.9,24.2,12.0,7.2,12.2,3.0,3.6,2.8,4.6,2.0,pollofpolls.no
Respons Analyse,VG,2019-01-11,29.7,26.0,11.5,6.7,10.5,3.8,4.4,2.8,3.1,1.5,pollofpolls.no
Norstat,NRK / Aftenp,2019-01-08,27.3,27.0,12.2,7.4,12.1,3.7,3.1,2.4,3.3,1.6,pollofpolls.no
Ipsos,Dagbladet,2018-12-20,28.5,24.7,12.8,8.1,10.4,3.8,3.0,3.7,2.7,2.3,pollofpolls.no
Norstat,VL,2018-12-19,26.8,26.5,12.4,6.9,11.2,3.5,3.4,3.4,4.1,0.0,pollofpolls.no
Opinion,ANB,2018-12-12,27.1,22.9,14.6,5.8,11.9,3.4,4.4,3.6,5.1,1.1,pollofpolls.no
Norfakta,Nat. / KK,2018-12-08,28.4,25.9,12.0,7.4,11.6,3.8,3.0,2.5,3.1,2.4,pollofpolls.no
Sentio,DN,2018-12-06,30.0,24.3,12.0,5.5,12.2,3.5,4.3,2.4,4.8,1.1,pollofpolls.no
Respons Analyse,VG,2018-12-05,26.0,25.7,13.5,8.8,10.5,4.1,3.4,2.4,3.9,1.7,pollofpolls.no
Verian,TV2,2018-12-03,27.4,24.7,13.9,6.3,11.9,3.0,3.6,2.8,4.8,0.8,pollofpolls.no
Norstat,NRK,2018-11-27,29.7,24.7,13.1,7.0,11.4,3.2,2.8,2.8,3.3,2.0,pollofpolls.no
Norstat,VL,2018-11-24,29.0,24.6,13.2,6.6,12.0,4.3,3.2,2.9,3.3,1.7,pollofpolls.no
Ipsos,Dagbladet,2018-11-22,31.2,23.1,12.8,6.1,11.7,3.3,3.6,2.5,3.6,2.1,pollofpolls.no
Opinion,ANB,2018-11-14,28.3,26.2,10.8,6.0,11.9,3.8,3.7,3.3,4.9,1.1,pollofpolls.no
Respons Analyse,VG,2018-11-08,28.4,26.5,12.8,6.0,10.3,4.2,4.1,2.9,3.9,0.9,pollofpolls.no
Norfakta,Nat. / KK,2018-11-07,29.1,26.1,13.2,5.0,11.7,4.0,3.8,2.2,3.9,0.9,pollofpolls.no
Sentio,DN,2018-11-07,25.0,26.9,13.7,7.5,10.0,4.7,4.5,2.4,4.4,1.0,pollofpolls.no
Verian,TV2,2018-10-31,27.6,26.8,13.8,7.2,9.0,3.0,2.3,2.8,4.8,2.6,pollofpolls.no
Norstat,NRK,2018-10-30,27.2,24.3,14.1,6.7,12.1,3.9,3.7,3.2,3.5,1.3,pollofpolls.no
Ipsos,Dagbladet,2018-10-25,26.0,26.3,10.4,7.7,12.4,4.4,5.1,2.2,4.0,1.4,pollofpolls.no
Norstat,VL,2018-10-24,28.7,25.4,13.6,7.2,10.3,3.6,3.7,2.0,3.9,1.7,pollofpolls.no
Sentio,DN,2018-10-17,28.8,25.7,12.7,6.6,10.5,4.5,2.8,2.4,3.6,2.5,pollofpolls.no
InFact,Nettavisen,2018-10-11,24.4,26.1,14.7,5.7,11.2,4.8,3.8,2.7,4.1,2.5,pollofpolls.no
Opinion,ANB,2018-10-10,26.6,25.0,13.0,5.9,12.7,5.0,2.6,3.2,5.1,0.9,pollofpolls.no
Norfakta,Nat. / KK,2018-10-06,28.2,26.0,13.3,6.6,11.2,4.1,2.4,2.2,4.0,2.1,pollofpolls.no
Respons Analyse,VG,2018-10-04,27.7,25.5,14.4,6.7,9.8,4.7,3.9,2.7,3.0,1.6,pollofpolls.no
Norstat,NRK,2018-10-02,26.9,24.7,14.0,7.1,11.2,3.7,3.5,4.2,3.3,1.4,pollofpolls.no
Verian,TV2,2018-10-02,26.7,26.7,12.7,7.6,10.4,3.8,4.1,2.8,4.0,1.4,pollofpolls.no
Ipsos,Dagbladet,2018-09-27,28.7,25.7,14.9,6.1,10.1,3.0,2.3,2.3,4.6,2.3,pollofpolls.no
Norstat,VL,2018-09-27,26.6,24.3,15.7,6.2,12.0,3.0,3.4,2.3,5.0,1.4,pollofpolls.no
Respons Analyse,VG,2018-09-26,25.5,26.0,14.1,6.3,10.4,3.9,3.8,3.5,4.7,1.8,pollofpolls.no
Sentio,DN,2018-09-19,28.0,27.4,11.8,6.3,9.1,3.9,3.0,3.8,4.8,1.8,pollofpolls.no
Opinion,ANB,2018-09-12,27.7,26.4,13.1,7.1,10.6,2.9,3.4,3.0,3.5,2.3,pollofpolls.no
Norfakta,Nat. / KK,2018-09-08,24.6,24.1,17.6,7.0,11.1,4.0,4.2,2.1,4.6,0.8,pollofpolls.no
Norstat,NRK,2018-09-07,26.2,26.6,13.9,6.0,11.2,3.5,3.3,2.8,4.4,2.3,pollofpolls.no
Verian,TV2,2018-09-06,24.9,29.0,10.4,6.5,11.6,3.7,3.5,2.4,5.5,2.6,pollofpolls.no
Norstat,VL,2018-08-30,24.4,27.4,12.9,6.9,12.5,3.6,3.0,3.6,4.2,1.4,pollofpolls.no
Ipsos,Dagbladet,2018-08-23,28.5,24.8,13.0,6.0,11.5,3.3,3.9,3.2,3.7,2.2,pollofpolls.no
Sentio,DN,2018-08-22,25.9,26.6,13.3,6.4,10.7,4.2,3.6,3.4,4.4,1.4,pollofpolls.no
Respons Analyse,VG,2018-08-21,25.9,25.6,14.6,7.7,10.3,3.9,5.2,2.2,4.1,0.5,pollofpolls.no
Norstat,NRK,2018-08-16,23.8,27.5,12.7,6.1,11.8,4.0,3.5,3.4,5.3,1.8,pollofpolls.no
Norfakta,Nat. / KK,2018-08-11,27.8,24.6,12.9,5.8,12.3,4.8,5.1,2.4,3.7,0.7,pollofpolls.no
Opinion,ANB,2018-08-08,28.2,23.6,12.6,6.6,11.2,4.2,2.4,4.1,5.8,1.2,pollofpolls.no
Verian,TV2,2018-08-08,24.4,26.1,10.1,8.0,13.6,5.3,3.6,2.5,5.3,1.1,pollofpolls.no
Norfakta,Nat. / KK,2018-07-07,23.7,26.3,14.8,7.5,9.7,5.0,3.4,3.7,3.9,2.0,pollofpolls.no
Ipsos,Dagbladet,2018-06-28,22.2,27.9,13.5,7.1,11.4,4.7,3.9,2.4,3.8,3.0,pollofpolls.no
Norstat,VL,2018-06-28,21.5,27.8,13.6,7.5,10.7,4.2,5.1,2.5,4.9,2.2,pollofpolls.no
Sentio,DN,2018-06-22,25.2,27.1,14.0,7.3,10.2,4.1,3.2,2.1,5.3,1.5,pollofpolls.no
Opinion,ANB,2018-06-14,24.0,27.1,13.0,6.5,10.7,3.8,4.1,4.2,4.8,1.8,pollofpolls.no
Norfakta,Nat. / KK,2018-06-09,24.1,29.4,12.5,6.0,11.3,3.0,4.5,3.4,4.4,1.4,pollofpolls.no
Norstat,NRK,2018-06-06,23.4,27.6,13.1,7.5,11.0,3.8,4.1,3.4,4.5,1.7,pollofpolls.no
Respons Analyse,VG,2018-06-06,22.0,26.4,15.1,7.6,11.0,4.1,3.7,2.9,4.8,2.4,pollofpolls.no
Verian,TV2,2018-06-05,23.4,24.5,12.4,8.5,11.3,5.3,4.5,3.2,5.6,1.3,pollofpolls.no
Ipsos,Dagbladet,2018-05-31,22.9,27.0,13.5,7.7,11.1,3.8,5.9,3.0,3.2,1.9,pollofpolls.no
Norstat,VL,2018-05-31,23.6,26.4,13.9,7.2,11.8,4.2,4.1,2.7,4.0,2.3,pollofpolls.no
Sentio,DN,2018-05-24,23.5,28.4,14.0,8.0,10.6,3.8,3.2,2.9,3.4,2.3,pollofpolls.no
Opinion,ANB,2018-05-18,22.8,26.5,15.0,7.1,10.5,5.5,3.8,3.3,4.4,1.2,pollofpolls.no
Norfakta,Nat. / KK,2018-05-12,24.7,26.7,15.4,6.9,10.5,3.9,3.9,3.0,3.2,1.8,pollofpolls.no
Respons Analyse,VG,2018-05-11,25.5,26.2,16.1,7.3,9.5,3.7,3.5,3.2,3.5,1.5,pollofpolls.no
Norstat,NRK,2018-05-09,26.0,25.5,15.9,6.5,11.0,3.0,3.8,3.2,3.5,1.6,pollofpolls.no
Verian,TV2,2018-05-08,23.8,28.1,14.7,7.6,10.3,4.7,4.1,2.3,3.8,0.7,pollofpolls.no
Norstat,VL,2018-05-03,24.0,26.4,15.3,6.8,10.9,3.7,3.7,2.9,4.0,2.4,pollofpolls.no
Ipsos,Dagbladet,2018-04-27,23.2,24.9,16.0,6.0,11.9,4.4,4.0,3.0,4.7,1.8,pollofpolls.no
Sentio,DN,2018-04-26,23.8,25.2,15.7,7.3,11.9,4.9,3.6,3.0,2.8,1.7,pollofpolls.no
Opinion,ANB,2018-04-19,24.0,27.0,13.5,7.7,11.5,4.0,4.1,1.9,4.9,1.4,pollofpolls.no
Verian,TV2,2018-04-11,24.1,26.4,16.2,8.7,9.0,3.7,2.8,2.9,5.4,1.0,pollofpolls.no
Norstat,NRK,2018-04-11,25.2,25.1,15.8,7.5,10.7,3.7,3.7,2.5,3.8,1.9,pollofpolls.no
Respons Analyse,VG,2018-04-10,23.4,25.8,16.2,6.2,10.9,4.5,4.1,3.1,3.9,1.8,pollofpolls.no
Norfakta,Nat. / KK,2018-04-07,23.2,26.5,17.4,7.4,10.6,4.1,3.6,3.0,4.3,0.1,pollofpolls.no
Norstat,VL,2018-03-26,24.3,25.3,15.4,6.6,11.0,4.8,4.3,2.3,4.0,1.9,pollofpolls.no
Ipsos,Dagbladet,2018-03-22,23.7,23.9,20.8,6.6,10.2,3.8,3.2,2.4,3.3,2.2,pollofpolls.no
Verian,TV2,2018-03-20,23.6,26.0,20.6,5.6,10.3,4.4,5.0,2.1,1.7,0.9,pollofpolls.no
Sentio,DN,2018-03-19,23.3,26.6,15.8,7.1,11.9,4.1,3.5,2.6,4.0,1.1,pollofpolls.no
Respons Analyse,VG,2018-03-16,25.1,26.9,15.9,6.4,10.8,3.2,4.4,3.1,2.5,1.7,pollofpolls.no
Opinion,ANB,2018-03-15,23.3,27.3,14.5,6.9,11.0,3.6,4.6,3.2,4.5,1.1,pollofpolls.no
Norfakta,Nat. / KK,2018-03-10,22.5,28.4,12.7,6.9,12.8,3.9,3.8,3.9,3.3,1.7,pollofpolls.no
Norstat,NRK,2018-03-07,23.3,27.4,15.0,7.0,12.3,3.2,4.3,2.8,3.2,1.5,pollofpolls.no
Verian,TV2,2018-03-07,23.4,29.3,10.9,6.6,12.1,4.5,4.9,3.6,3.8,1.0,pollofpolls.no
Respons Analyse,VG,2018-03-06,23.4,28.0,13.1,7.2,11.6,4.4,4.7,3.1,3.1,1.4,pollofpolls.no
Norstat,VL,2018-03-01,24.5,28.8,12.9,6.0,10.8,4.5,3.5,3.3,3.1,2.5,pollofpolls.no
